"Ranking,Name,ELO,PlayedGames"
"55999,Lucifer,4.1,1"
"56000,119,4.1,1"
"56001,[OG]Ducky,4.1,1"
"56002,Player800,4.1,1"
"56003,Player383,4.1,1"
"56004,Skibidi,4.1,1"
"56005,[Drew]PoesNaai,4.1,1"
"56006,100старостропооов!,4.1,1"
"56007,aaaaaa,4.1,1"
"56008,derSteinbock,4.1,1"
"56009,Jaythepp,4.1,1"
"56010,kkijbg9,4.1,1"
"56011,HarryCover,4.1,1"
"56012,Player665,4.1,1"
"56013,[fasz]tomi,4.1,1"
"56014,TheGreatSheikhdom,4.1,1"
"56015,Bango,4.1,1"
"56016,Player596,4.1,1"
"56017,Player74,4.1,1"
"56018,Ogwinner,4.1,3"
"56019,Californication,4.1,1"
"56020,Zerolik,4.1,1"
"56021,AndroidUser85,4.1,1"
"56022,AndroidUser385,4.1,1"
"56023,Rajputempire,4.1,1"
"56024,VietNam,4.1,1"
"56025,unionofsovietppl,4.1,1"
"56026,Player745,4.1,1"
"56027,Player322,4.1,1"
"56028,Player903,4.1,1"
"56029,AndroidUser320,4.1,1"
"56030,AustrianPainter,4.1,1"
"56031,iOSUser14,4.1,1"
"56032,Monkey_Conquerer,4.1,1"
"56033,Player13,4.1,1"
"56034,Player848,4.1,1"
"56035,Somaliland,4.1,1"
"56036,[CORGI]baron,4.1,1"
"56037,Pollyto9,4.1,1"
"56038,Италия,4.1,1"
"56039,ahhhh,4.1,1"
"56040,equipoazulvaleXD,4.1,1"
"56041,Élgato,4.1,1"
"56042,Player743,4.1,1"
"56043,AndroidUser7,4.1,1"
"56044,Moldova,4.1,1"
"56045,[CORGI]paddy,4.1,1"
"56046,Player689,4.1,1"
"56047,hudialpha,4.1,1"
"56048,Arenthor,4.1,1"
"56049,derSteinbock,4.1,1"
"56050,Lucss,4.1,1"
"56051,Caseoh,4.1,1"
"56052,RSG,4.1,1"
"56053,HolyRomanEmpire,4.1,1"
"56054,Germany,4.1,1"
"56055,AndroidUser980,4.1,1"
"56056,Player819,4.1,1"
"56057,Player445,4.1,1"
"56058,mccr,4.1,1"
"56059,[TR]ArdaACAR,4.1,1"
"56060,AndroidUser271,4.1,1"
"56061,oussey,4.1,1"
"56062,модер567,4.1,1"
"56063,unionofsovietppl,4.1,1"
"56064,Somaliland,4.1,1"
"56065,KiplnThatGuy,4.1,1"
"56066,Dangerkn38,4.1,1"
"56067,Player406,4.1,1"
"56068,space,4.1,1"
"56069,Player848,4.1,1"
"56070,HarryCover,4.1,1"
"56071,Player367,4.1,1"
"56072,Urgoingtobrazil,4.1,1"
"56073,УкраїнаРусь,4.1,1"
"56074,яррняр,4.1,1"
"56075,Vyanii,4.1,1"
"56076,Türk:),4.1,1"
"56077,MohaFEx,4.1,1"
"56078,RusslandCrimea,4.1,1"
"56079,wqjhfgqji,4.1,1"
"56080,iOSUser927,4.1,1"
"56081,HarryCover,4.1,1"
"56082,UrMomsPuss,4.1,1"
"56083,finchat,4.1,1"
"56084,Portugueseempire,4.1,1"
"56085,Player627,4.1,1"
"56086,aaaaaa,4.1,1"
"56087,Player83,4.1,1"
"56088,Player102,4.1,1"
"56089,Nouf,4.1,1"
"56090,Player764,4.1,1"
"56091,Cherryland,4.1,1"
"56092,Bobos123,4.1,1"
"56093,Oiledupomniman,4.1,1"
"56094,Player777,4.1,1"
"56095,0.01mm,4.1,1"
"56096,AtOp,4.1,1"
"56097,Kazakhstan,4.1,1"
"56098,Player811,4.1,1"
"56099,derSteinbock,4.1,1"
"56100,Armenia,4.1,1"
"56101,AndroidUser847,4.1,1"
"56102,germanempire,4.1,1"
"56103,---SPQR---,4.1,1"
"56104,Sovietunion[USSR],4.1,1"
"56105,Retaliation,4.1,1"
"56106,austrianempire,4.1,1"
"56107,caleb,4.1,1"
"56108,ъьъьъььъьъыыыыыыыъы,4.1,1"
"56109,Player777,4.1,1"
"56110,Player631,4.1,1"
"56111,Sigma,4.1,1"
"56112,NationalRevolution,4.1,1"
"56113,Player663,4.1,1"
"56114,0.01mm,4.1,1"
"56115,[RU]RoulEX,4.1,1"
"56116,Skibidi,4.1,1"
"56117,Player92,4.1,1"
"56118,[CORGI]Switzerland,4.1,1"
"56119,Player484,4.1,1"
"56120,[UN]Godz,4.1,1"
"56121,Player262,4.1,1"
"56122,Tartaria,4.1,1"
"56123,chessburger,4.1,1"
"56124,CaseOh,4.1,8"
"56125,Rare,4.1,4"
"56126,Player592,4.1,1"
"56127,[BOYZ]France,4.1,1"
"56128,Türkiye,4.1,1"
"56129,Tonitoni,4.1,1"
"56130,TheFirstCrusade,4.1,1"
"56131,УкраїнаРусь,4.1,1"
"56132,ΕΛΛΑΔΑ,4.1,1"
"56133,Player330,4.1,1"
"56134,[RU]RoulEX,4.1,1"
"56135,eforepic,4.1,1"
"56136,AndroidUser676,4.1,1"
"56137,Player648,4.1,1"
"56138,Player381,4.1,1"
"56139,aaaaaa,4.1,1"
"56140,Goober,4.1,1"
"56141,Cusiem,4.1,1"
"56142,палестина<,4.1,1"
"56143,Player733,4.1,1"
"56144,AnAI,4.1,1"
"56145,Sovietunion,4.1,1"
"56146,aaaaaa,4.1,1"
"56147,AndroidUser798,4.1,1"
"56148,Arstotzka,4.1,1"
"56149,Player61,4.1,1"
"56150,Penic,4.1,1"
"56151,AndroidUser597,4.1,1"
"56152,AndroidUser341,4.1,1"
"56153,[CORGI]Felicia<3,4.1,1"
"56154,aaaaaa,4.1,1"
"56155,Vyanii,4.1,1"
"56156,islam,4.1,1"
"56157,TheEthiopianEmpire,4.1,1"
"56158,NaveState,4.1,1"
"56159,France,4.1,1"
"56160,AndroidUser89,4.1,1"
"56161,BritishEmpire,4.1,1"
"56162,LaPietroCZ,4.1,1"
"56163,Player189,4.1,1"
"56164,Finland,4.1,1"
"56165,Yup,4.1,1"
"56166,AndroidUser644,4.1,1"
"56167,daapknaap,4.1,1"
"56168,iOSUser440,4.1,1"
"56169,Player766,4.1,1"
"56170,Player143,4.1,1"
"56171,holyaustrianempire,4.1,1"
"56172,AndroidUser537,4.1,1"
"56173,mexico,4.1,1"
"56174,supersad,4.1,1"
"56175,Армения,4.1,1"
"56176,AndroidUser239,4.1,1"
"56177,:Dlucy=better:D,4.1,1"
"56178,Türkiye,4.1,1"
"56179,BRK,4.1,1"
"56180,Player988,4.1,1"
"56181,[UN]Mongolia,4.1,1"
"56182,nomorekneegrow,4.1,1"
"56183,Ohio,4.1,1"
"56184,Ahmed,4.1,1"
"56185,lebrobro,4.1,1"
"56186,0.01mm,4.1,1"
"56187,AndroidUser85,4.1,1"
"56188,Alemanha,4.1,1"
"56189,Player994,4.1,1"
"56190,AndroidUser146,4.1,4"
"56191,CroatianEmpire,4.1,1"
"56192,нон,4.1,1"
"56193,aqe,4.1,1"
"56194,YouTube,4.1,1"
"56195,[UN]Godz,4.1,1"
"56196,Player386,4.1,1"
"56197,[Corgi]DeezNuts,4.1,1"
"56198,EŞEK,4.1,1"
"56199,A.H.SEmperor,4.1,1"
"56200,Russia,4.1,1"
"56201,Unitedkingdom,4.1,1"
"56202,Player998,4.1,1"
"56203,Player917,4.1,1"
"56204,OuterHeaven,4.1,1"
"56205,AndroidUser386,4.1,1"
"56206,[CORGI]wasup,4.1,1"
"56207,Player448,4.1,1"
"56208,TATSUEmpire,4.1,1"
"56209,chillmyguy,4.1,1"
"56210,ebrununsolmemesi,4.1,1"
"56211,ars,4.1,1"
"56212,AndroidUser85,4.1,1"
"56213,:Dlucy=better:D,4.1,1"
"56214,Penic,4.1,1"
"56215,Romaniaempire,4.1,1"
"56216,BearRepublic,4.1,1"
"56217,Nicotia,4.1,1"
"56218,[CF]CoolFellas,4.1,1"
"56219,Player932,4.1,1"
"56220,Marx,4.1,1"
"56221,Player380,4.1,1"
"56222,Tlong,4.1,1"
"56223,StinkyRepublic,4.1,1"
"56224,enderdragon,4.1,1"
"56225,Türkiye,4.1,1"
"56226,Player917,4.1,1"
"56227,Achraf,4.1,1"
"56228,VietNam,4.1,1"
"56229,penis,4.1,1"
"56230,0.01mm,4.1,1"
"56231,Player228,4.1,1"
"56232,TÜRK,4.1,1"
"56233,Svalbard,4.1,1"
"56234,Anarchy,4.1,1"
"56235,HARUN12345,4.1,1"
"56236,Player442,4.1,1"
"56237,[CORGI]TheFirst,4.1,1"
"56238,Haley,4.1,1"
"56239,Player243,4.1,1"
"56240,maomao,4.1,1"
"56241,Nobody,4.1,1"
"56242,Player152,4.1,1"
"56243,50.000warriors,4.1,1"
"56244,Player363,4.1,1"
"56245,Catkingdom,4.1,1"
"56246,RegnodItalia,4.1,1"
"56247,D1CKCheese!,4.1,1"
"56248,Brasil,4.1,1"
"56249,firenation,4.1,1"
"56250,QnTn,4.1,1"
"56251,LaPietroCZ,4.1,1"
"56252,GermanReich,4.1,1"
"56253,Player528,4.1,1"
"56254,Player545,4.1,1"
"56255,AndroidUser295,4.1,1"
"56256,[TR]Atatürk,4.1,1"
"56257,imperioboliviano,4.1,1"
"56258,Ottomanempire,4.1,1"
"56259,Player716,4.1,1"
"56260,-_-,4.1,1"
"56261,[VIRUS]Nigeritus,4.1,1"
"56262,Player139,4.1,1"
"56263,otomanemp,4.1,1"
"56264,AndroidUser978,4.1,1"
"56265,PVC,4.1,1"
"56266,Sparta,4.1,1"
"56267,Player749,4.1,1"
"56268,Svalbard,4.1,1"
"56269,Player637,4.1,1"
"56270,Player318,4.1,1"
"56271,Caseoh,4.1,1"
"56272,skibiditoilet,4.1,1"
"56273,Player75,4.1,1"
"56274,hello,4.1,1"
"56275,Catkingdom,4.1,1"
"56276,TheFirstGrandArmy,4.1,1"
"56277,[Corgi]DeezNuts,4.1,1"
"56278,LaLaEmpire,4.1,1"
"56279,KingdomofPrussia,4.1,1"
"56280,Iraq,4.1,1"
"56281,Player424,4.1,1"
"56282,baverbey,4.1,1"
"56283,kingofthecheese,4.1,1"
"56284,Empire,4.1,1"
"56285,Türkiye,4.1,1"
"56286,chillguys,4.1,1"
"56287,[FR]mosebuy,4.1,1"
"56288,Meee,4.1,1"
"56289,AndroidUser513,4.1,1"
"56290,9/11,4.1,1"
"56291,Player931,4.1,1"
"56292,Gen.GChovy,4.1,1"
"56293,RomanEmpire,4.1,1"
"56294,AndroidUser466,4.1,1"
"56295,MustafaKemal,4.1,1"
"56296,Player716,4.1,1"
"56297,Marx,4.1,1"
"56298,Eclipse,4.1,1"
"56299,Republica,4.1,1"
"56300,Azerbaycan,4.1,1"
"56301,Well,4.1,1"
"56302,Marx,4.1,1"
"56303,serbianempire,4.1,1"
"56304,Brasil.,4.1,1"
"56305,Entete,4.1,1"
"56306,RomanEmpire,4.1,1"
"56307,Москва,4.1,1"
"56308,E2121A&#,4.1,1"
"56309,Marx,4.1,1"
"56310,mogger,4.1,1"
"56311,росист2,4.1,1"
"56312,Player605,4.1,1"
"56313,Turkey,4.1,1"
"56314,ImCrumming,4.1,1"
"56315,khalsa,4.1,1"
"56316,estadosunidos,4.1,1"
"56317,Player979,4.1,1"
"56318,Taiwan,4.1,1"
"56319,AndroidUser80,4.1,1"
"56320,racistfrance,4.1,1"
"56321,bombtopalestine,4.1,1"
"56322,SovietUnion,4.1,1"
"56323,yourmother,4.1,1"
"56324,lazalipiper,4.1,1"
"56325,AndroidUser970,4.1,1"
"56326,Türk,4.1,1"
"56327,AndroidUser56,4.1,1"
"56328,Moo,4.1,1"
"56329,YeSa,4.1,1"
"56330,[RU]df,4.1,1"
"56331,AndroidUser143,4.1,1"
"56332,Player95,4.1,1"
"56333,AndroidUser363,4.1,1"
"56334,nomorekneegrow,4.1,1"
"56335,ottomanempire,4.1,1"
"56336,Ottomanempire2,4.1,1"
"56337,çamaşırmakinesi,4.1,1"
"56338,KiplnThatGuy,4.1,1"
"56339,Marx,4.1,1"
"56340,Player39,4.1,1"
"56341,Naomi,4.1,1"
"56342,Laparis,4.1,1"
"56343,bombtopalestine,4.1,1"
"56344,coolboy,4.1,1"
"56345,TheMongolianEmpire,4.1,1"
"56346,groubesburgreich,4.1,1"
"56347,Catkingdom,4.1,1"
"56348,RomanEmpire,4.1,1"
"56349,:.:,4.1,1"
"56350,AndroidUser141,4.1,1"
"56351,Joeymatnnerd,4.1,1"
"56352,libya,4.1,1"
"56353,C.I.,4.1,1"
"56354,asianboi,4.1,1"
"56355,Player649,4.1,1"
"56356,AndroidUser530,4.1,1"
"56357,Noone,4.1,1"
"56358,coolboy,4.1,1"
"56359,Viking,4.1,1"
"56360,OttomanEmpıre,4.1,1"
"56361,Player163,4.1,1"
"56362,[irs]raider999,4.1,1"
"56363,imgirl,4.1,1"
"56364,Maumimumelmö,4.1,1"
"56365,Алания,4.1,1"
"56366,OttomonEmpire,4.1,1"
"56367,DeathWaltz,4.1,1"
"56368,AndroidUser374,4.1,1"
"56369,AndroidUser560,4.1,1"
"56370,DividedNations,4.1,1"
"56371,Türkiye,4.1,1"
"56372,Player543,4.1,1"
"56373,HarryCover,4.1,1"
"56374,Abassidcaliphate,4.1,1"
"56375,Player406,4.1,1"
"56376,chuchujchuj,4.1,1"
"56377,Player154,4.1,1"
"56378,Fury,4.1,1"
"56379,Player70,4.1,1"
"56380,AndroidUser166,4.1,1"
"56381,Army.guy,4.1,1"
"56382,Player420,4.1,1"
"56383,World-0,4.1,1"
"56384,Maumimumelmö,4.1,1"
"56385,AndroidUser721,4.1,1"
"56386,Player564,4.1,1"
"56387,Kayıbeyi,4.1,1"
"56388,Army.guy,4.1,1"
"56389,gitler,4.1,1"
"56390,Player986,4.1,1"
"56391,Player543,4.1,1"
"56392,AndroidUser473,4.1,1"
"56393,Player126,4.1,1"
"56394,AndroidUser153,4.1,1"
"56395,AMK4Real,4.1,1"
"56396,Prussia,4.1,1"
"56397,Entenficker,4.1,1"
"56398,гггг,4.1,1"
"56399,Fortnite,4.1,1"
"56400,WOC,4.1,1"
"56401,Player303,4.1,1"
"56402,pman,4.1,1"
"56403,Player416,4.1,1"
"56404,Bradybutt2967,4.1,1"
"56405,jasde,4.1,1"
"56406,Cesursavaşcı(TR),4.1,1"
"56407,AtOp,4.1,1"
"56408,самооценка,4.1,1"
"56409,[nok]NOK,4.1,1"
"56410,España,4.1,1"
"56411,USSr,4.1,1"
"56412,BÜYÜKSelçuklu,4.1,1"
"56413,Greece,4.1,1"
"56414,Prussia,4.1,1"
"56415,Denis39,4.1,1"
"56416,Army.guy,4.1,1"
"56417,TheOttomanState,4.1,1"
"56418,wunkus,4.1,1"
"56419,ByzantineEmpire,4.1,1"
"56420,Sigmanation,4.1,1"
"56421,Player739,4.1,1"
"56422,AndroidUser141,4.1,1"
"56423,NazıGermany,4.1,1"
"56424,Dav,4.1,1"
"56425,Entenficker,4.1,1"
"56426,AndroidUser777,4.1,1"
"56427,Moscowia,4.1,1"
"56428,[KingJulian]H,4.1,1"
"56429,AndroidUser403,4.1,1"
"56430,AMK4Real,4.1,1"
"56431,TROsmanlıTR,4.1,1"
"56432,0.01mm,4.1,1"
"56433,Безабиднаястрана,4.1,1"
"56434,Džeko,4.1,1"
"56435,.....,4.1,1"
"56436,Retaliation,4.1,1"
"56437,Androed,4.1,1"
"56438,España,4.1,1"
"56439,Player694,4.1,1"
"56440,Player54,4.1,1"
"56441,JoaoJackidk,4.1,1"
"56442,Chikencurry,4.1,1"
"56443,Pakistan,4.1,1"
"56444,Türkiye,4.1,1"
"56445,AndroidUser854,4.1,1"
"56446,Vikings,4.1,1"
"56447,hunİmparatorluğu,4.1,1"
"56448,""SaudiArabia""-_+.,4.1,1"
"56449,Army.guy,4.1,1"
"56450,Россия,4.1,1"
"56451,Aymanstar,4.1,1"
"56452,Player1,4.1,1"
"56453,Platt,4.1,1"
"56454,México,4.1,1"
"56455,Prussia,4.1,1"
"56456,Player599,4.1,1"
"56457,Player372,4.1,1"
"56458,ÖmerV4,4.1,1"
"56459,[nok]NOK,4.1,1"
"56460,España,4.1,1"
"56461,Player954,4.1,1"
"56462,BlackPlague,4.1,1"
"56463,AndroidUser442,4.1,1"
"56464,ImperioMexicano,4.1,1"
"56465,BÜYÜKSelçuklu,4.1,1"
"56466,przemeo,4.1,1"
"56467,ottoman,4.1,1"
"56468,Qalestine,4.1,1"
"56469,Alen,4.1,1"
"56470,Player318,4.1,1"
"56471,AndroidUser445,4.1,1"
"56472,[Cons]DanTheMan,4.1,1"
"56473,icepick670,4.1,1"
"56474,Adrian{JCDM},4.1,1"
"56475,Amimparatorluğu,4.1,1"
"56476,Player408,4.1,1"
"56477,Nikita_VAKYM,4.1,1"
"56478,nomorekneegrow,4.1,1"
"56479,(lord),4.1,1"
"56480,türkiye,4.1,1"
"56481,BüyükTürkiye,4.1,1"
"56482,HarryCover,4.1,1"
"56483,AndroidUser582,4.1,1"
"56484,Player841,4.1,1"
"56485,Lucifer,4.1,1"
"56486,Ottomanempire,4.1,1"
"56487,Uzbeckistan,4.1,1"
"56488,Player350,4.1,1"
"56489,ReplubicofChina(ROC),4.1,1"
"56490,AndroidUser187,4.1,1"
"56491,Prussia,4.1,1"
"56492,Ottomanempire,4.1,1"
"56493,Retaliation,4.1,1"
"56494,YzBeKizTan,4.1,1"
"56495,рау,4.1,1"
"56496,AisforMurica,4.1,1"
"56497,Москва,4.1,1"
"56498,SimonGhost,4.1,1"
"56499,Player313,4.1,1"
"56500,Foramericaaa!!!:),4.1,1"
"56501,Player187,4.1,1"
"56502,rangoMBJ,4.1,1"
"56503,AndroidUser199,4.1,1"
"56504,TÜRK,4.1,1"
"56505,Messi2.0,4.1,1"
"56506,HunterMan88,4.1,1"
"56507,Украина,4.1,1"
"56508,Retaliation,4.1,1"
"56509,ByzantineEmpire,4.1,1"
"56510,Deniz,4.1,1"
"56511,Sóvietunion,4.1,1"
"56512,Player1,4.1,1"
"56513,hudialpha,4.1,1"
"56514,The,4.1,1"
"56515,Player280,4.1,1"
"56516,Player171,4.1,1"
"56517,WOC,4.1,1"
"56518,Retaliation,4.1,1"
"56519,sland,4.1,1"
"56520,AndroidUser534,4.1,1"
"56521,Austria-Hungary,4.1,1"
"56522,Player363,4.1,1"
"56523,RabaRabaRaba,4.1,1"
"56524,Player403,4.1,1"
"56525,AndroidUser654,4.1,1"
"56526,NmallSigger,4.1,1"
"56527,0.01mm,4.1,1"
"56528,OttomanEmpire,4.1,1"
"56529,com,4.1,1"
"56530,Empire,4.1,1"
"56531,Player859,4.1,1"
"56532,Империя,4.1,1"
"56533,0.01mm,4.1,1"
"56534,Retaliation,4.1,1"
"56535,kris123,4.1,1"
"56536,DeathWaltz,4.1,1"
"56537,Unionsovietica,4.1,1"
"56538,Angelitos,4.1,1"
"56539,nomorekneegrow,4.1,1"
"56540,Testosterone,4.1,1"
"56541,Swiss,4.1,1"
"56542,Wouterhomo,4.1,1"
"56543,4thInternational,4.1,1"
"56544,Eclipse,4.1,1"
"56545,Player408,4.1,1"
"56546,Player13,4.1,1"
"56547,España,4.1,1"
"56548,AndroidUser321,4.1,1"
"56549,Player133,4.1,1"
"56550,Player456,4.1,1"
"56551,ars,4.1,1"
"56552,hudialpha,4.1,1"
"56553,RomanEmpire,4.1,1"
"56554,Yourdad,4.1,1"
"56555,FranceAnarchiste,4.1,1"
"56556,Player87,4.1,1"
"56557,Player546,4.1,1"
"56558,Ссср,4.1,1"
"56559,Bradybutt2967,4.1,1"
"56560,:)))),4.1,1"
"56561,FranceAnarchiste,4.1,1"
"56562,Ruskia,4.1,1"
"56563,Abassidcaliphate,4.1,1"
"56564,AndroidUser696,4.1,1"
"56565,España,4.1,1"
"56566,Player661,4.1,1"
"56567,Player13,4.1,1"
"56568,OGDesolair,4.1,1"
"56569,AndroidUser807,4.1,1"
"56570,americanslobempire,4.1,1"
"56571,Dioporco,4.1,1"
"56572,Player804,4.1,1"
"56573,AndroidUser169,4.1,1"
"56574,[amongus]etdoner,4.1,1"
"56575,isus,4.1,1"
"56576,Player290,4.1,1"
"56577,KÜRT,4.1,1"
"56578,Sóvietunion,4.1,1"
"56579,freePalestine,4.1,1"
"56580,Tersdensokarım,4.1,1"
"56581,USSR123s,4.1,1"
"56582,BabaYaGA,4.1,1"
"56583,Player271,4.1,1"
"56584,skibiditoiletland,4.1,1"
"56585,Player303,4.1,1"
"56586,12345,4.1,1"
"56587,Swiss,4.1,1"
"56588,AndroidUser230,4.1,1"
"56589,HarryCover,4.1,1"
"56590,iOSUser460,4.1,1"
"56591,steccato,4.1,1"
"56592,FranceAnarchiste,4.1,1"
"56593,AndroidUser408,4.1,1"
"56594,Karlikthegreat,4.1,1"
"56595,Player647,4.1,1"
"56596,SpinglishEmpire,4.1,1"
"56597,hudialpha,4.1,1"
"56598,Preston'szetyness,4.1,1"
"56599,Player96,4.1,1"
"56600,Player663,4.1,1"
"56601,[Corgi]IamCornish,4.1,1"
"56602,chris,4.1,1"
"56603,CcCP,4.1,1"
"56604,[HappyNation],4.1,1"
"56605,AMM,4.1,1"
"56606,Player400,4.1,1"
"56607,iOSUser22,4.1,1"
"56608,Zeus,4.1,1"
"56609,Jack.BDynasty,4.1,1"
"56610,Player162,4.1,1"
"56611,King,4.1,1"
"56612,Ilmatador,4.1,1"
"56613,Trouble630,4.1,1"
"56614,Player661,4.1,1"
"56615,Russiaisgay,4.1,1"
"56616,Украина,4.1,1"
"56617,babapirohıyarçikolat,4.1,1"
"56618,4thInternational,4.1,1"
"56619,Əfşarlardevləti,4.1,1"
"56620,türkiyetürklerindir,4.1,1"
"56621,Louipoui,4.1,1"
"56622,Player271,4.1,1"
"56623,teamandweget12,4.1,1"
"56624,classicSerb,4.1,1"
"56625,Doge,4.1,1"
"56626,otuzbiricilerkıral,4.1,1"
"56627,Issam,4.1,1"
"56628,NewCaliforniaRepubli,4.1,1"
"56629,Naomi,4.1,1"
"56630,Player669,4.1,1"
"56631,Portugal,4.1,1"
"56632,AndroidUser179,4.1,1"
"56633,4thInternational,4.1,1"
"56634,Turan,4.1,1"
"56635,Italia,4.1,1"
"56636,Player725,4.1,1"
"56637,Proletariat,4.1,1"
"56638,King,4.1,1"
"56639,Player162,4.1,1"
"56640,Ulugala,4.1,1"
"56641,Issam,4.1,1"
"56642,Player724,4.1,1"
"56643,Bigdaddy,4.1,1"
"56644,iOSUser813,4.1,1"
"56645,TRAlieren05,4.1,1"
"56646,HarryCover,4.1,1"
"56647,Player57,4.1,1"
"56648,MiayGi,4.1,1"
"56649,UssR,4.1,1"
"56650,Player964,4.1,1"
"56651,4thInternational,4.1,1"
"56652,[CORGI]Mulpan,4.1,1"
"56653,Mietekpl,4.1,1"
"56654,Trouble630,4.1,1"
"56655,AndroidUser448,4.1,1"
"56656,Player669,4.1,1"
"56657,The,4.1,1"
"56658,ДревняяРусь,4.1,1"
"56659,dadalan,4.1,1"
"56660,OttomanEmpire,4.1,1"
"56661,[TR]Player47,4.1,1"
"56662,RomanEmpire,4.1,1"
"56663,Japaneseempire,4.1,1"
"56664,AndroidUser777,4.1,1"
"56665,Украина,4.1,1"
"56666,[TahaEmpire]T,4.1,1"
"56667,captaincal05,4.1,1"
"56668,Player515,4.1,1"
"56669,Player623,4.1,1"
"56670,AndroidUser292,4.1,1"
"56671,Player623,4.1,1"
"56672,Player424,4.1,1"
"56673,yourmomdotcom,4.1,1"
"56674,[TahaEmpire]T,4.1,1"
"56675,[Blask],4.1,1"
"56676,Abc123,4.1,1"
"56677,Proletariat,4.1,1"
"56678,Player398,4.1,1"
"56679,TurdboiJamal,4.1,1"
"56680,Newzealand,4.1,1"
"56681,Playermena,4.1,1"
"56682,Player162,4.1,1"
"56683,aaaaaa,4.1,1"
"56684,Álvarox_21[1112],4.1,1"
"56685,iOSUser320,4.1,1"
"56686,Player363,4.1,1"
"56687,6AL,4.1,1"
"56688,Finnishempire,4.1,1"
"56689,GAnaDorSANTI,4.1,1"
"56690,[TR]Osmanlı,4.1,1"
"56691,Turkiye,4.1,1"
"56692,Player531,4.1,1"
"56693,EdmondMezzArm,4.1,1"
"56694,Player332,4.1,1"
"56695,Jesus_1#,4.1,1"
"56696,HarryCover,4.1,1"
"56697,Player332,4.1,1"
"56698,Player623,4.1,1"
"56699,ERTO555,4.1,1"
"56700,BritishEmpire,4.1,1"
"56701,[EMO]HonorEmpire,4.1,1"
"56702,otamanempire,4.1,1"
"56703,4thInternational,4.1,1"
"56704,[ISLAM]MountainRep,4.1,1"
"56705,betternotbeterri,4.1,1"
"56706,AndroidUser739,4.1,1"
"56707,AndroidUser547,4.1,1"
"56708,AndroidUser773,4.1,1"
"56709,AndroidUser995,4.1,1"
"56710,AndroidUser87,4.1,1"
"56711,AndroidUser10,4.1,1"
"56712,Ib207,4.1,1"
"56713,AndroidUser532,4.1,1"
"56714,Boss,4.1,1"
"56715,[SZSS]Kaptancık,4.1,1"
"56716,AndroidUser168,4.1,1"
"56717,SeljukEmpire,4.1,1"
"56718,Republicoferie,4.1,1"
"56719,attack=fullsend,4.1,1"
"56720,iOSUser64,4.1,1"
"56721,QuickSilver,4.1,1"
"56722,AndroidUser56,4.1,1"
"56723,Alice,4.1,1"
"56724,AndroidUser594,4.1,1"
"56725,Trouble630,4.1,1"
"56726,[LT]КрокусСитиХол,4.1,1"
"56727,BOS,4.1,1"
"56728,OsmanlıEmpire,4.1,1"
"56729,-_-,4.1,1"
"56730,Player562,4.1,1"
"56731,Player81,4.1,1"
"56732,Player591,4.1,1"
"56733,sever,4.1,1"
"56734,YPlayer835,4.1,1"
"56735,Player568,4.1,1"
"56736,iloGEO,4.1,1"
"56737,[Corgi]Pitchoune,4.1,1"
"56738,yogusalavia,4.1,1"
"56739,Atlantan,4.1,1"
"56740,Player363,4.1,1"
"56741,[TahaEmpire]T,4.1,1"
"56742,Despacito,4.1,1"
"56743,Player332,4.1,1"
"56744,Iraq,4.1,1"
"56745,kokakoka,4.1,1"
"56746,Doom,4.1,1"
"56747,astronogasempire,4.1,1"
"56748,Greece,4.1,1"
"56749,Player647,4.1,1"
"56750,Player557,4.1,1"
"56751,Szymon,4.1,1"
"56752,[M7]7evenLand,4.1,1"
"56753,PhilMcCracken,4.1,1"
"56754,Eire,4.1,1"
"56755,Player977,4.1,1"
"56756,Russo-EurasianUnion,4.1,1"
"56757,Ottoman,4.1,1"
"56758,FRANCE[corgi],4.1,1"
"56759,Selulora,4.1,1"
"56760,Player774,4.1,1"
"56761,EYAdIslamicempire,4.1,1"
"56762,shadow,4.1,1"
"56763,Selulora,4.1,1"
"56764,manifestdestiny,4.1,1"
"56765,huntoza,4.1,1"
"56766,AndroidUser221,4.1,1"
"56767,MoscowonFlames,4.1,1"
"56768,UnióSovietica,4.1,1"
"56769,AndroidUser574,4.1,1"
"56770,motia,4.1,1"
"56771,AndroidUser220,4.1,1"
"56772,spam,4.1,1"
"56773,Тангра,4.1,1"
"56774,patitoduck,4.1,1"
"56775,kingmango,4.1,1"
"56776,Player679,4.1,1"
"56777,Pietro2015,4.1,1"
"56778,Eire,4.1,1"
"56779,iOSUser711,4.1,1"
"56780,SovietUnion,4.1,1"
"56781,HarryCover,4.1,1"
"56782,4089217972,4.1,1"
"56783,AndroidUser981,4.1,1"
"56784,ottomanempire,4.1,1"
"56785,Ulugala,4.1,1"
"56786,Eternal,4.1,1"
"56787,AndroidUser313,4.1,1"
"56788,Puteoli,4.1,1"
"56789,Poland-Lithuania,4.1,1"
"56790,AndroidUser79,4.1,1"
"56791,Player813,4.1,1"
"56792,Player2,4.1,1"
"56793,iOSUser362,4.1,1"
"56794,MatchBox,4.1,1"
"56795,AndroidUser463,4.1,1"
"56796,Player484,4.1,1"
"56797,PanAdasiek,4.1,1"
"56798,Player277,4.1,1"
"56799,AndroidUser343,4.1,1"
"56800,Player35,4.1,1"
"56801,NāziGermany,4.1,1"
"56802,Ottomanbosstr,4.1,1"
"56803,iOSUser376,4.1,1"
